Coa_id,bu_id,coa_effective_date_id,gl_account_cd,gl_subacct_cd,gl_account_name,gl_subacct_name,consolidation_account,ey_gl_account_name,ey_account_type,ey_account_sub_type,ey_account_class,ey_account_sub_class,ey_account_group_I,ey_account_group_II,ey_cash_activity,ey_index,ey_sub_index,created_by_id,created_date_id,created_time_id,last_modified_by_id,last_modified_date_id,ver_desc,ver_start_date_id,ver_end_date_id
3673,42,19941123,16060000,NULL,Long Text0016060000,NULL,,0016060000 - Long Text0016060000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3674,42,19970910,16970000,NULL,Long Text0016970000,NULL,,0016970000 - Long Text0016970000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970910,0,29,19970910,20141115,20141115,NULL
3675,42,19941123,19200000,NULL,Long Text0019200000,NULL,,0019200000 - Long Text0019200000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3676,42,19941123,21990000,NULL,Long Text0021990000,NULL,,0021990000 - Long Text0021990000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3677,42,19941123,30200000,NULL,Long Text0030200000,NULL,,0030200000 - Long Text0030200000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3678,42,19941123,32010600,NULL,Long Text0032010600,NULL,,0032010600 - Long Text0032010600,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3679,42,19941123,32010800,NULL,Long Text0032010800,NULL,,0032010800 - Long Text0032010800,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3680,42,19941123,32010900,NULL,Long Text0032010900,NULL,,0032010900 - Long Text0032010900,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3681,42,19941123,32011500,NULL,Long Text0032011500,NULL,,0032011500 - Long Text0032011500,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3682,42,19941123,32051200,NULL,Long Text0032051200,NULL,,0032051200 - Long Text0032051200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3683,42,19941123,32891010,NULL,Long Text0032891010,NULL,,0032891010 - Long Text0032891010,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3684,42,19941123,37100000,NULL,Long Text0037100000,NULL,,0037100000 - Long Text0037100000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3685,42,19941123,48001030,NULL,Long Text0048001030,NULL,,0048001030 - Long Text0048001030,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3686,42,19941123,48002010,NULL,Long Text0048002010,NULL,,0048002010 - Long Text0048002010,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3687,42,19941123,48002070,NULL,Long Text0048002070,NULL,,0048002070 - Long Text0048002070,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3688,42,19941123,51100000,NULL,Long Text0051100000,NULL,,0051100000 - Long Text0051100000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3689,42,19941123,64011000,NULL,Long Text0064011000,NULL,,0064011000 - Long Text0064011000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3690,42,19941123,64011010,NULL,Long Text0064011010,NULL,,0064011010 - Long Text0064011010,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3691,42,19941123,64999999,NULL,Long Text0064999999,NULL,,0064999999 - Long Text0064999999,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3692,42,19941123,68110100,NULL,Long Text0068110100,NULL,,0068110100 - Long Text0068110100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3693,42,19941123,71210000,NULL,Long Text0071210000,NULL,,0071210000 - Long Text0071210000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3694,42,19941123,80030000,NULL,Long Text0080030000,NULL,,0080030000 - Long Text0080030000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3695,42,19960319,80084000,NULL,Long Text0080084000,NULL,,0080084000 - Long Text0080084000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19960319,0,29,19960319,20141115,20141115,NULL
3696,42,19941123,83200000,NULL,Long Text0083200000,NULL,,0083200000 - Long Text0083200000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3697,42,19941123,85110000,NULL,Long Text0085110000,NULL,,0085110000 - Long Text0085110000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3698,42,19941123,89101000,NULL,Long Text0089101000,NULL,,0089101000 - Long Text0089101000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3699,42,19941123,94102000,NULL,Long Text0094102000,NULL,,0094102000 - Long Text0094102000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3700,42,19941123,96102010,NULL,Long Text0096102010,NULL,,0096102010 - Long Text0096102010,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3701,42,19941123,96104010,NULL,Long Text0096104010,NULL,,0096104010 - Long Text0096104010,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3702,42,19941123,96105010,NULL,Long Text0096105010,NULL,,0096105010 - Long Text0096105010,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941123,0,29,19941123,20141115,20141115,NULL
3703,43,19970814,103000,NULL,Long Text0000103000,NULL,,0000103000 - Long Text0000103000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3704,43,19980107,104900,NULL,Long Text0000104900,NULL,,0000104900 - Long Text0000104900,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3705,43,19980107,109900,NULL,Long Text0000109900,NULL,,0000109900 - Long Text0000109900,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3706,43,19980107,115000,NULL,Long Text0000115000,NULL,,0000115000 - Long Text0000115000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3707,43,19980107,123100,NULL,Long Text0000123100,NULL,,0000123100 - Long Text0000123100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3708,43,19980107,129000,NULL,Long Text0000129000,NULL,,0000129000 - Long Text0000129000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3709,43,19980107,131300,NULL,Long Text0000131300,NULL,,0000131300 - Long Text0000131300,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3710,43,19980107,132100,NULL,Long Text0000132100,NULL,,0000132100 - Long Text0000132100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3711,43,19980107,133900,NULL,Long Text0000133900,NULL,,0000133900 - Long Text0000133900,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3712,43,19970814,134000,NULL,Long Text0000134000,NULL,,0000134000 - Long Text0000134000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3713,43,19980107,135300,NULL,Long Text0000135300,NULL,,0000135300 - Long Text0000135300,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3714,43,19980107,145900,NULL,Long Text0000145900,NULL,,0000145900 - Long Text0000145900,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3715,43,19980107,151000,NULL,Long Text0000151000,NULL,,0000151000 - Long Text0000151000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3716,43,19980107,154500,NULL,Long Text0000154500,NULL,,0000154500 - Long Text0000154500,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3717,43,19970814,155000,NULL,Long Text0000155000,NULL,,0000155000 - Long Text0000155000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3718,43,19970814,161100,NULL,Long Text0000161100,NULL,,0000161100 - Long Text0000161100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3719,43,19970814,166000,NULL,Long Text0000166000,NULL,,0000166000 - Long Text0000166000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3720,43,19980107,173000,NULL,Long Text0000173000,NULL,,0000173000 - Long Text0000173000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3721,43,19970814,176000,NULL,Long Text0000176000,NULL,,0000176000 - Long Text0000176000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3722,43,19980107,177000,NULL,Long Text0000177000,NULL,,0000177000 - Long Text0000177000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3723,43,19970814,182000,NULL,Long Text0000182000,NULL,,0000182000 - Long Text0000182000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3724,43,19970814,188200,NULL,Long Text0000188200,NULL,,0000188200 - Long Text0000188200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3725,43,19970814,191200,NULL,Long Text0000191200,NULL,,0000191200 - Long Text0000191200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3726,43,19970814,194160,NULL,Long Text0000194160,NULL,,0000194160 - Long Text0000194160,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3727,43,19970814,194180,NULL,Long Text0000194180,NULL,,0000194180 - Long Text0000194180,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3728,43,19970814,194220,NULL,Long Text0000194220,NULL,,0000194220 - Long Text0000194220,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3729,43,19970814,194230,NULL,Long Text0000194230,NULL,,0000194230 - Long Text0000194230,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3730,43,19980107,195000,NULL,Long Text0000195000,NULL,,0000195000 - Long Text0000195000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3731,43,19980107,197000,NULL,Long Text0000197000,NULL,,0000197000 - Long Text0000197000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3732,43,19980107,197200,NULL,Long Text0000197200,NULL,,0000197200 - Long Text0000197200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3733,43,19970814,199999,NULL,Long Text0000199999,NULL,,0000199999 - Long Text0000199999,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3734,43,19980107,208500,NULL,Long Text0000208500,NULL,,0000208500 - Long Text0000208500,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3735,43,19980107,215300,NULL,Long Text0000215300,NULL,,0000215300 - Long Text0000215300,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3736,43,19980107,216100,NULL,Long Text0000216100,NULL,,0000216100 - Long Text0000216100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3737,43,19980107,217000,NULL,Long Text0000217000,NULL,,0000217000 - Long Text0000217000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3738,43,19970814,219000,NULL,Long Text0000219000,NULL,,0000219000 - Long Text0000219000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3739,43,19980107,219700,NULL,Long Text0000219700,NULL,,0000219700 - Long Text0000219700,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3740,43,19980107,225900,NULL,Long Text0000225900,NULL,,0000225900 - Long Text0000225900,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3741,43,19980107,233600,NULL,Long Text0000233600,NULL,,0000233600 - Long Text0000233600,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3742,43,19980107,239100,NULL,Long Text0000239100,NULL,,0000239100 - Long Text0000239100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3743,43,19980107,239200,NULL,Long Text0000239200,NULL,,0000239200 - Long Text0000239200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3744,43,19980107,241100,NULL,Long Text0000241100,NULL,,0000241100 - Long Text0000241100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3745,43,19980107,242900,NULL,Long Text0000242900,NULL,,0000242900 - Long Text0000242900,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3746,43,19980107,244000,NULL,Long Text0000244000,NULL,,0000244000 - Long Text0000244000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3747,43,19980107,274000,NULL,Long Text0000274000,NULL,,0000274000 - Long Text0000274000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3748,43,19980107,274800,NULL,Long Text0000274800,NULL,,0000274800 - Long Text0000274800,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3749,43,19970814,277050,NULL,Long Text0000277050,NULL,,0000277050 - Long Text0000277050,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3750,43,19970814,279940,NULL,Long Text0000279940,NULL,,0000279940 - Long Text0000279940,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3751,43,19970814,279950,NULL,Long Text0000279950,NULL,,0000279950 - Long Text0000279950,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3752,43,19970814,279960,NULL,Long Text0000279960,NULL,,0000279960 - Long Text0000279960,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3753,43,19970814,279999,NULL,Long Text0000279999,NULL,,0000279999 - Long Text0000279999,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3754,43,19980107,282000,NULL,Long Text0000282000,NULL,,0000282000 - Long Text0000282000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3755,43,19970814,286000,NULL,Long Text0000286000,NULL,,0000286000 - Long Text0000286000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3756,43,19970814,289000,NULL,Long Text0000289000,NULL,,0000289000 - Long Text0000289000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3757,43,19980107,293000,NULL,Long Text0000293000,NULL,,0000293000 - Long Text0000293000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3758,43,19980107,294000,NULL,Long Text0000294000,NULL,,0000294000 - Long Text0000294000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3759,43,19980107,294300,NULL,Long Text0000294300,NULL,,0000294300 - Long Text0000294300,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3760,43,19980107,369000,NULL,Long Text0000369000,NULL,,0000369000 - Long Text0000369000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3761,43,19980107,373000,NULL,Long Text0000373000,NULL,,0000373000 - Long Text0000373000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3762,43,19980107,396000,NULL,Long Text0000396000,NULL,,0000396000 - Long Text0000396000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3763,43,19980107,398000,NULL,Long Text0000398000,NULL,,0000398000 - Long Text0000398000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3764,43,19970814,411100,NULL,Long Text0000411100,NULL,,0000411100 - Long Text0000411100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3765,43,19970814,411110,NULL,Long Text0000411110,NULL,,0000411110 - Long Text0000411110,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3766,43,19970814,411400,NULL,Long Text0000411400,NULL,,0000411400 - Long Text0000411400,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3767,43,19980114,411410,NULL,Long Text0000411410,NULL,,0000411410 - Long Text0000411410,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980114,0,29,19980114,20141115,20141115,NULL
3768,43,19980114,412010,NULL,Long Text0000412010,NULL,,0000412010 - Long Text0000412010,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980114,0,29,19980114,20141115,20141115,NULL
3769,43,19970814,441100,NULL,Long Text0000441100,NULL,,0000441100 - Long Text0000441100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3770,43,19970814,451130,NULL,Long Text0000451130,NULL,,0000451130 - Long Text0000451130,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3771,43,19970814,451250,NULL,Long Text0000451250,NULL,,0000451250 - Long Text0000451250,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3772,43,19970814,451260,NULL,Long Text0000451260,NULL,,0000451260 - Long Text0000451260,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3773,43,19980107,460000,NULL,Long Text0000460000,NULL,,0000460000 - Long Text0000460000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3774,43,19970814,492000,NULL,Long Text0000492000,NULL,,0000492000 - Long Text0000492000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3775,43,19970814,494000,NULL,Long Text0000494000,NULL,,0000494000 - Long Text0000494000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3776,43,19980107,514000,NULL,Long Text0000514000,NULL,,0000514000 - Long Text0000514000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3777,43,19980107,516400,NULL,Long Text0000516400,NULL,,0000516400 - Long Text0000516400,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3778,43,19970814,520000,NULL,Long Text0000520000,NULL,,0000520000 - Long Text0000520000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3779,43,19980107,540000,NULL,Long Text0000540000,NULL,,0000540000 - Long Text0000540000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3780,43,19980107,543000,NULL,Long Text0000543000,NULL,,0000543000 - Long Text0000543000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3781,43,19980107,552000,NULL,Long Text0000552000,NULL,,0000552000 - Long Text0000552000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3782,43,19970814,605000,NULL,Long Text0000605000,NULL,,0000605000 - Long Text0000605000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3783,43,19980107,609000,NULL,Long Text0000609000,NULL,,0000609000 - Long Text0000609000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3784,43,19970814,610000,NULL,Long Text0000610000,NULL,,0000610000 - Long Text0000610000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3785,43,19980107,621000,NULL,Long Text0000621000,NULL,,0000621000 - Long Text0000621000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3786,43,19980107,640000,NULL,Long Text0000640000,NULL,,0000640000 - Long Text0000640000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3787,43,19980107,649000,NULL,Long Text0000649000,NULL,,0000649000 - Long Text0000649000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3788,43,19980107,699900,NULL,Long Text0000699900,NULL,,0000699900 - Long Text0000699900,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3789,43,19980107,731400,NULL,Long Text0000731400,NULL,,0000731400 - Long Text0000731400,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3790,43,19970814,732100,NULL,Long Text0000732100,NULL,,0000732100 - Long Text0000732100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3791,43,19970814,732400,NULL,Long Text0000732400,NULL,,0000732400 - Long Text0000732400,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3792,43,19980107,741000,NULL,Long Text0000741000,NULL,,0000741000 - Long Text0000741000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3793,43,19970814,751200,NULL,Long Text0000751200,NULL,,0000751200 - Long Text0000751200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3794,43,19970814,752000,NULL,Long Text0000752000,NULL,,0000752000 - Long Text0000752000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970814,0,29,19970814,20141115,20141115,NULL
3795,43,19980107,761000,NULL,Long Text0000761000,NULL,,0000761000 - Long Text0000761000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3796,43,19980107,779000,NULL,Long Text0000779000,NULL,,0000779000 - Long Text0000779000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3797,43,19980107,781200,NULL,Long Text0000781200,NULL,,0000781200 - Long Text0000781200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
3798,43,19980107,783300,NULL,Long Text0000783300,NULL,,0000783300 - Long Text0000783300,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19980107,0,29,19980107,20141115,20141115,NULL
