period_id,bu_id,engagement_id,fiscal_period_cd,fiscal_period_desc,fiscal_period_seq,fiscal_period_start,fiscal_period_end,fiscal_quarter_cd,fiscal_quarter_desc,fiscal_quarter_start,fiscal_quarter_end,fiscal_year_cd,fiscal_year_desc,fiscal_year_start,fiscal_year_end,adjustment_period,ver_start_date_id,ver_end_date_id,ver_desc
1904,12,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2014-016,2014-016,16,20141231,20141231,2014-Q4,2014-Q4,20140930,20141231,2014,2014,20140101,20141231,Y,20141115,NULL,20141115
1905,12,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-001,2015-001,1,20150101,20150131,2015-Q1,2015-Q1,20150101,20150331,2015,2015,20150101,20151231,N,20141115,NULL,20141115
1906,12,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-002,2015-002,2,20150201,20150228,2015-Q1,2015-Q1,20150101,20150331,2015,2015,20150101,20151231,N,20141115,NULL,20141115
1907,12,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-003,2015-003,3,20150301,20150331,2015-Q1,2015-Q1,20150101,20150331,2015,2015,20150101,20151231,N,20141115,NULL,20141115
1908,12,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-004,2015-004,4,20150401,20150430,2015-Q2,2015-Q2,20150401,20150630,2015,2015,20150101,20151231,N,20141115,NULL,20141115
1909,12,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-005,2015-005,5,20150501,20150531,2015-Q2,2015-Q2,20150401,20150630,2015,2015,20150101,20151231,N,20141115,NULL,20141115
1910,12,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-006,2015-006,6,20150601,20150630,2015-Q2,2015-Q2,20150401,20150630,2015,2015,20150101,20151231,N,20141115,NULL,20141115
1911,12,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-007,2015-007,7,20150701,20150731,2015-Q3,2015-Q3,20150701,20150930,2015,2015,20150101,20151231,N,20141115,NULL,20141115
1912,12,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-008,2015-008,8,20150801,20150831,2015-Q3,2015-Q3,20150701,20150930,2015,2015,20150101,20151231,N,20141115,NULL,20141115
1913,12,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-009,2015-009,9,20150901,20150930,2015-Q3,2015-Q3,20150701,20150930,2015,2015,20150101,20151231,N,20141115,NULL,20141115
1914,12,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-010,2015-010,10,20151001,20151031,2015-Q4,2015-Q4,20151001,20151231,2015,2015,20150101,20151231,N,20141115,NULL,20141115
1915,12,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-011,2015-011,11,20151101,20151130,2015-Q4,2015-Q4,20151001,20151231,2015,2015,20150101,20151231,N,20141115,NULL,20141115
1916,12,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-012,2015-012,12,20151201,20151231,2015-Q4,2015-Q4,20151001,20151231,2015,2015,20150101,20151231,N,20141115,NULL,20141115
1917,12,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-013,2015-013,13,20151231,20151231,2015-Q4,2015-Q4,20150930,20151231,2015,2015,20150101,20151231,Y,20141115,NULL,20141115
1918,12,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-014,2015-014,14,20151231,20151231,2015-Q4,2015-Q4,20150930,20151231,2015,2015,20150101,20151231,Y,20141115,NULL,20141115
1919,12,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-015,2015-015,15,20151231,20151231,2015-Q4,2015-Q4,20150930,20151231,2015,2015,20150101,20151231,Y,20141115,NULL,20141115
1920,12,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-016,2015-016,16,20151231,20151231,2015-Q4,2015-Q4,20150930,20151231,2015,2015,20150101,20151231,Y,20141115,NULL,20141115
1921,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2005-007,2005-007,7,19000101,20060131,2005-Q3,2005-Q3,NULL,20060131,2005,2005,NULL,20060630,N,20141115,NULL,20141115
1922,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2005-008,2005-008,8,20060201,20060228,2005-Q3,2005-Q3,20060201,20060228,2005,2005,NULL,20060630,N,20141115,NULL,20141115
1923,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2005-009,2005-009,9,20060301,20060331,2005-Q3,2005-Q3,20060301,20060331,2005,2005,NULL,20060630,N,20141115,NULL,20141115
1924,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2005-010,2005-010,10,20060401,20060430,2005-Q4,2005-Q4,20060401,20060430,2005,2005,NULL,20060630,N,20141115,NULL,20141115
1925,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2005-011,2005-011,11,20060501,20060531,2005-Q4,2005-Q4,20060501,20060531,2005,2005,NULL,20060630,N,20141115,NULL,20141115
1926,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2005-012,2005-012,12,20060601,20060630,2005-Q4,2005-Q4,20060601,20060630,2005,2005,NULL,20060630,N,20141115,NULL,20141115
1927,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-001,2006-001,1,20060701,20060731,2006-Q1,2006-Q1,20060701,20060731,2006,2006,20060701,20070630,N,20141115,NULL,20141115
1928,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-002,2006-002,2,20060801,20060831,2006-Q1,2006-Q1,20060801,20060831,2006,2006,20060701,20070630,N,20141115,NULL,20141115
1929,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-003,2006-003,3,20060901,20060930,2006-Q1,2006-Q1,20060901,20060930,2006,2006,20060701,20070630,N,20141115,NULL,20141115
1930,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-004,2006-004,4,20061001,20061031,2006-Q2,2006-Q2,20061001,20061031,2006,2006,20060701,20070630,N,20141115,NULL,20141115
1931,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-005,2006-005,5,20061101,20061130,2006-Q2,2006-Q2,20061101,20061130,2006,2006,20060701,20070630,N,20141115,NULL,20141115
1932,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-006,2006-006,6,20061201,20061231,2006-Q2,2006-Q2,20061201,20061231,2006,2006,20060701,20070630,N,20141115,NULL,20141115
1933,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-007,2006-007,7,20070101,20070131,2006-Q3,2006-Q3,20070101,20070131,2006,2006,20060701,20070630,N,20141115,NULL,20141115
1934,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-008,2006-008,8,20070201,20070228,2006-Q3,2006-Q3,20070201,20070228,2006,2006,20060701,20070630,N,20141115,NULL,20141115
1935,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-009,2006-009,9,20070301,20070331,2006-Q3,2006-Q3,20070301,20070331,2006,2006,20060701,20070630,N,20141115,NULL,20141115
1936,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-010,2006-010,10,20070401,20070430,2006-Q4,2006-Q4,20070401,20070430,2006,2006,20060701,20070630,N,20141115,NULL,20141115
1937,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-011,2006-011,11,20070501,20070531,2006-Q4,2006-Q4,20070501,20070531,2006,2006,20060701,20070630,N,20141115,NULL,20141115
1938,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-012,2006-012,12,20070601,20070630,2006-Q4,2006-Q4,20070601,20070630,2006,2006,20060701,20070630,N,20141115,NULL,20141115
1939,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-013,2006-013,13,20070630,20070630,2006-Q4,2006-Q4,20070630,20070630,2006,2006,20060701,20070630,Y,20141115,NULL,20141115
1940,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-014,2006-014,14,20070630,20070630,2006-Q4,2006-Q4,20070630,20070630,2006,2006,20060701,20070630,Y,20141115,NULL,20141115
1941,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-015,2006-015,15,20070630,20070630,2006-Q4,2006-Q4,20070630,20070630,2006,2006,20060701,20070630,Y,20141115,NULL,20141115
1942,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-016,2006-016,16,20070630,20070630,2006-Q4,2006-Q4,20070630,20070630,2006,2006,20060701,20070630,Y,20141115,NULL,20141115
1943,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-001,2007-001,1,20070701,20070731,2007-Q1,2007-Q1,20070701,20070731,2007,2007,20070701,20080630,N,20141115,NULL,20141115
1944,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-002,2007-002,2,20070801,20070831,2007-Q1,2007-Q1,20070801,20070831,2007,2007,20070701,20080630,N,20141115,NULL,20141115
1945,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-003,2007-003,3,20070901,20070930,2007-Q1,2007-Q1,20070901,20070930,2007,2007,20070701,20080630,N,20141115,NULL,20141115
1946,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-004,2007-004,4,20071001,20071031,2007-Q2,2007-Q2,20071001,20071031,2007,2007,20070701,20080630,N,20141115,NULL,20141115
1947,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-005,2007-005,5,20071101,20071130,2007-Q2,2007-Q2,20071101,20071130,2007,2007,20070701,20080630,N,20141115,NULL,20141115
1948,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-006,2007-006,6,20071201,20071231,2007-Q2,2007-Q2,20071201,20071231,2007,2007,20070701,20080630,N,20141115,NULL,20141115
1949,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-007,2007-007,7,20080101,20080131,2007-Q3,2007-Q3,20080101,20080131,2007,2007,20070701,20080630,N,20141115,NULL,20141115
1950,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-008,2007-008,8,20080201,20080228,2007-Q3,2007-Q3,20080201,20080228,2007,2007,20070701,20080630,N,20141115,NULL,20141115
1951,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-009,2007-009,9,20080229,20080331,2007-Q3,2007-Q3,20080229,20080331,2007,2007,20070701,20080630,N,20141115,NULL,20141115
1952,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-010,2007-010,10,20080401,20080430,2007-Q4,2007-Q4,20080401,20080430,2007,2007,20070701,20080630,N,20141115,NULL,20141115
1953,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-011,2007-011,11,20080501,20080531,2007-Q4,2007-Q4,20080501,20080531,2007,2007,20070701,20080630,N,20141115,NULL,20141115
1954,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-012,2007-012,12,20080601,20080630,2007-Q4,2007-Q4,20080601,20080630,2007,2007,20070701,20080630,N,20141115,NULL,20141115
1955,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-013,2007-013,13,20080630,20080630,2007-Q4,2007-Q4,20080630,20080630,2007,2007,20070701,20080630,Y,20141115,NULL,20141115
1956,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-014,2007-014,14,20080630,20080630,2007-Q4,2007-Q4,20080630,20080630,2007,2007,20070701,20080630,Y,20141115,NULL,20141115
1957,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-015,2007-015,15,20080630,20080630,2007-Q4,2007-Q4,20080630,20080630,2007,2007,20070701,20080630,Y,20141115,NULL,20141115
1958,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-016,2007-016,16,20080630,20080630,2007-Q4,2007-Q4,20080630,20080630,2007,2007,20070701,20080630,Y,20141115,NULL,20141115
1959,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2008-001,2008-001,1,20080701,20080731,2008-Q1,2008-Q1,20080701,20080731,2008,2008,20080701,20090630,N,20141115,NULL,20141115
1960,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2008-002,2008-002,2,20080801,20080831,2008-Q1,2008-Q1,20080801,20080831,2008,2008,20080701,20090630,N,20141115,NULL,20141115
1961,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2008-003,2008-003,3,20080901,20080930,2008-Q1,2008-Q1,20080901,20080930,2008,2008,20080701,20090630,N,20141115,NULL,20141115
1962,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2008-004,2008-004,4,20081001,20081031,2008-Q2,2008-Q2,20081001,20081031,2008,2008,20080701,20090630,N,20141115,NULL,20141115
1963,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2008-005,2008-005,5,20081101,20081130,2008-Q2,2008-Q2,20081101,20081130,2008,2008,20080701,20090630,N,20141115,NULL,20141115
1964,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2008-006,2008-006,6,20081201,20081231,2008-Q2,2008-Q2,20081201,20081231,2008,2008,20080701,20090630,N,20141115,NULL,20141115
1965,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2008-007,2008-007,7,20090101,20090131,2008-Q3,2008-Q3,20090101,20090131,2008,2008,20080701,20090630,N,20141115,NULL,20141115
1966,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2008-008,2008-008,8,20090201,20090228,2008-Q3,2008-Q3,20090201,20090228,2008,2008,20080701,20090630,N,20141115,NULL,20141115
1967,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2008-009,2008-009,9,20090301,20090331,2008-Q3,2008-Q3,20090301,20090331,2008,2008,20080701,20090630,N,20141115,NULL,20141115
1968,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2008-010,2008-010,10,20090401,20090430,2008-Q4,2008-Q4,20090401,20090430,2008,2008,20080701,20090630,N,20141115,NULL,20141115
1969,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2008-011,2008-011,11,20090501,20090531,2008-Q4,2008-Q4,20090501,20090531,2008,2008,20080701,20090630,N,20141115,NULL,20141115
1970,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2008-012,2008-012,12,20090601,20090630,2008-Q4,2008-Q4,20090601,20090630,2008,2008,20080701,20090630,N,20141115,NULL,20141115
1971,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2008-013,2008-013,13,20090630,20090630,2008-Q4,2008-Q4,20090630,20090630,2008,2008,20080701,20090630,Y,20141115,NULL,20141115
1972,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2008-014,2008-014,14,20090630,20090630,2008-Q4,2008-Q4,20090630,20090630,2008,2008,20080701,20090630,Y,20141115,NULL,20141115
1973,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2008-015,2008-015,15,20090630,20090630,2008-Q4,2008-Q4,20090630,20090630,2008,2008,20080701,20090630,Y,20141115,NULL,20141115
1974,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2008-016,2008-016,16,20090630,20090630,2008-Q4,2008-Q4,20090630,20090630,2008,2008,20080701,20090630,Y,20141115,NULL,20141115
1975,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2009-001,2009-001,1,20090701,20090731,2009-Q1,2009-Q1,20090701,20090731,2009,2009,20090701,20100630,N,20141115,NULL,20141115
1976,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2009-002,2009-002,2,20090801,20090831,2009-Q1,2009-Q1,20090801,20090831,2009,2009,20090701,20100630,N,20141115,NULL,20141115
1977,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2009-003,2009-003,3,20090901,20090930,2009-Q1,2009-Q1,20090901,20090930,2009,2009,20090701,20100630,N,20141115,NULL,20141115
1978,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2009-004,2009-004,4,20091001,20091031,2009-Q2,2009-Q2,20091001,20091031,2009,2009,20090701,20100630,N,20141115,NULL,20141115
1979,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2009-005,2009-005,5,20091101,20091130,2009-Q2,2009-Q2,20091101,20091130,2009,2009,20090701,20100630,N,20141115,NULL,20141115
1980,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2009-006,2009-006,6,20091201,20091231,2009-Q2,2009-Q2,20091201,20091231,2009,2009,20090701,20100630,N,20141115,NULL,20141115
1981,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2009-007,2009-007,7,20100101,20100131,2009-Q3,2009-Q3,20100101,20100131,2009,2009,20090701,20100630,N,20141115,NULL,20141115
1982,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2009-008,2009-008,8,20100201,20100228,2009-Q3,2009-Q3,20100201,20100228,2009,2009,20090701,20100630,N,20141115,NULL,20141115
1983,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2009-009,2009-009,9,20100301,20100331,2009-Q3,2009-Q3,20100301,20100331,2009,2009,20090701,20100630,N,20141115,NULL,20141115
1984,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2009-010,2009-010,10,20100401,20100430,2009-Q4,2009-Q4,20100401,20100430,2009,2009,20090701,20100630,N,20141115,NULL,20141115
1985,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2009-011,2009-011,11,20100501,20100531,2009-Q4,2009-Q4,20100501,20100531,2009,2009,20090701,20100630,N,20141115,NULL,20141115
1986,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2009-012,2009-012,12,20100601,20100630,2009-Q4,2009-Q4,20100601,20100630,2009,2009,20090701,20100630,N,20141115,NULL,20141115
1987,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2009-013,2009-013,13,20100630,20100630,2009-Q4,2009-Q4,20100630,20100630,2009,2009,20090701,20100630,Y,20141115,NULL,20141115
1988,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2009-014,2009-014,14,20100630,20100630,2009-Q4,2009-Q4,20100630,20100630,2009,2009,20090701,20100630,Y,20141115,NULL,20141115
1989,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2009-015,2009-015,15,20100630,20100630,2009-Q4,2009-Q4,20100630,20100630,2009,2009,20090701,20100630,Y,20141115,NULL,20141115
1990,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2009-016,2009-016,16,20100630,20100630,2009-Q4,2009-Q4,20100630,20100630,2009,2009,20090701,20100630,Y,20141115,NULL,20141115
1991,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-001,2010-001,1,20100701,20100731,2010-Q1,2010-Q1,20100701,20100731,2010,2010,20100701,20110630,N,20141115,NULL,20141115
1992,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-002,2010-002,2,20100801,20100831,2010-Q1,2010-Q1,20100801,20100831,2010,2010,20100701,20110630,N,20141115,NULL,20141115
1993,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-003,2010-003,3,20100901,20100930,2010-Q1,2010-Q1,20100901,20100930,2010,2010,20100701,20110630,N,20141115,NULL,20141115
1994,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-004,2010-004,4,20101001,20101031,2010-Q2,2010-Q2,20101001,20101031,2010,2010,20100701,20110630,N,20141115,NULL,20141115
1995,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-005,2010-005,5,20101101,20101130,2010-Q2,2010-Q2,20101101,20101130,2010,2010,20100701,20110630,N,20141115,NULL,20141115
1996,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-006,2010-006,6,20101201,20101231,2010-Q2,2010-Q2,20101201,20101231,2010,2010,20100701,20110630,N,20141115,NULL,20141115
1997,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-007,2010-007,7,20110101,20110131,2010-Q3,2010-Q3,20110101,20110131,2010,2010,20100701,20110630,N,20141115,NULL,20141115
1998,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-008,2010-008,8,20110201,20110228,2010-Q3,2010-Q3,20110201,20110228,2010,2010,20100701,20110630,N,20141115,NULL,20141115
1999,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-009,2010-009,9,20110301,20110331,2010-Q3,2010-Q3,20110301,20110331,2010,2010,20100701,20110630,N,20141115,NULL,20141115
2000,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-010,2010-010,10,20110401,20110430,2010-Q4,2010-Q4,20110401,20110430,2010,2010,20100701,20110630,N,20141115,NULL,20141115
2001,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-011,2010-011,11,20110501,20110531,2010-Q4,2010-Q4,20110501,20110531,2010,2010,20100701,20110630,N,20141115,NULL,20141115
2002,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-012,2010-012,12,20110601,20110630,2010-Q4,2010-Q4,20110601,20110630,2010,2010,20100701,20110630,N,20141115,NULL,20141115
2003,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-013,2010-013,13,20110630,20110630,2010-Q4,2010-Q4,20110630,20110630,2010,2010,20100701,20110630,Y,20141115,NULL,20141115
2004,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-014,2010-014,14,20110630,20110630,2010-Q4,2010-Q4,20110630,20110630,2010,2010,20100701,20110630,Y,20141115,NULL,20141115
2005,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-015,2010-015,15,20110630,20110630,2010-Q4,2010-Q4,20110630,20110630,2010,2010,20100701,20110630,Y,20141115,NULL,20141115
2006,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-016,2010-016,16,20110630,20110630,2010-Q4,2010-Q4,20110630,20110630,2010,2010,20100701,20110630,Y,20141115,NULL,20141115
2007,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-001,2011-001,1,20110701,20110731,2011-Q1,2011-Q1,20110701,20110731,2011,2011,20110701,20120630,N,20141115,NULL,20141115
2008,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-002,2011-002,2,20110801,20110831,2011-Q1,2011-Q1,20110801,20110831,2011,2011,20110701,20120630,N,20141115,NULL,20141115
2009,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-003,2011-003,3,20110901,20110930,2011-Q1,2011-Q1,20110901,20110930,2011,2011,20110701,20120630,N,20141115,NULL,20141115
2010,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-004,2011-004,4,20111001,20111031,2011-Q2,2011-Q2,20111001,20111031,2011,2011,20110701,20120630,N,20141115,NULL,20141115
2011,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-005,2011-005,5,20111101,20111130,2011-Q2,2011-Q2,20111101,20111130,2011,2011,20110701,20120630,N,20141115,NULL,20141115
2012,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-006,2011-006,6,20111201,20111231,2011-Q2,2011-Q2,20111201,20111231,2011,2011,20110701,20120630,N,20141115,NULL,20141115
2013,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-007,2011-007,7,20120101,20120131,2011-Q3,2011-Q3,20120101,20120131,2011,2011,20110701,20120630,N,20141115,NULL,20141115
2014,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-008,2011-008,8,20120201,20120228,2011-Q3,2011-Q3,20120201,20120228,2011,2011,20110701,20120630,N,20141115,NULL,20141115
2015,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-009,2011-009,9,20120229,20120331,2011-Q3,2011-Q3,20120229,20120331,2011,2011,20110701,20120630,N,20141115,NULL,20141115
2016,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-010,2011-010,10,20120401,20120430,2011-Q4,2011-Q4,20120401,20120430,2011,2011,20110701,20120630,N,20141115,NULL,20141115
2017,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-011,2011-011,11,20120501,20120531,2011-Q4,2011-Q4,20120501,20120531,2011,2011,20110701,20120630,N,20141115,NULL,20141115
2018,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-012,2011-012,12,20120601,20120630,2011-Q4,2011-Q4,20120601,20120630,2011,2011,20110701,20120630,N,20141115,NULL,20141115
2019,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-013,2011-013,13,20120630,20120630,2011-Q4,2011-Q4,20120630,20120630,2011,2011,20110701,20120630,Y,20141115,NULL,20141115
2020,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-014,2011-014,14,20120630,20120630,2011-Q4,2011-Q4,20120630,20120630,2011,2011,20110701,20120630,Y,20141115,NULL,20141115
2021,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-015,2011-015,15,20120630,20120630,2011-Q4,2011-Q4,20120630,20120630,2011,2011,20110701,20120630,Y,20141115,NULL,20141115
2022,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-016,2011-016,16,20120630,20120630,2011-Q4,2011-Q4,20120630,20120630,2011,2011,20110701,20120630,Y,20141115,NULL,20141115
2023,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-001,2012-001,1,20120701,20120731,2012-Q1,2012-Q1,20120701,20120731,2012,2012,20120701,20130630,N,20141115,NULL,20141115
2024,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-002,2012-002,2,20120801,20120831,2012-Q1,2012-Q1,20120801,20120831,2012,2012,20120701,20130630,N,20141115,NULL,20141115
2025,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-003,2012-003,3,20120901,20120930,2012-Q1,2012-Q1,20120901,20120930,2012,2012,20120701,20130630,N,20141115,NULL,20141115
2026,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-004,2012-004,4,20121001,20121031,2012-Q2,2012-Q2,20121001,20121031,2012,2012,20120701,20130630,N,20141115,NULL,20141115
2027,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-005,2012-005,5,20121101,20121130,2012-Q2,2012-Q2,20121101,20121130,2012,2012,20120701,20130630,N,20141115,NULL,20141115
2028,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-006,2012-006,6,20121201,20121231,2012-Q2,2012-Q2,20121201,20121231,2012,2012,20120701,20130630,N,20141115,NULL,20141115
2029,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-007,2012-007,7,20130101,20130131,2012-Q3,2012-Q3,20130101,20130131,2012,2012,20120701,20130630,N,20141115,NULL,20141115
2030,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-008,2012-008,8,20130201,20130228,2012-Q3,2012-Q3,20130201,20130228,2012,2012,20120701,20130630,N,20141115,NULL,20141115
2031,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-009,2012-009,9,20130301,20130331,2012-Q3,2012-Q3,20130301,20130331,2012,2012,20120701,20130630,N,20141115,NULL,20141115
2032,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-010,2012-010,10,20130401,20130430,2012-Q4,2012-Q4,20130401,20130430,2012,2012,20120701,20130630,N,20141115,NULL,20141115
2033,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-011,2012-011,11,20130501,20130531,2012-Q4,2012-Q4,20130501,20130531,2012,2012,20120701,20130630,N,20141115,NULL,20141115
2034,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-012,2012-012,12,20130601,20130630,2012-Q4,2012-Q4,20130601,20130630,2012,2012,20120701,20130630,N,20141115,NULL,20141115
2035,13,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-013,2012-013,13,20130630,20130630,2012-Q4,2012-Q4,20130630,20130630,2012,2012,20120701,20130630,Y,20141115,NULL,20141115
